StandardisedTraitName,StandardisedTraitValue,StandardisedTraitUnit,AmbientTemp,AmbientTempUnit,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConTrophic,ConThermy,ConTemp,ConTempUnit,Citation,DOI
Specific Growth Rate,1.40E-05,s^-1,3.02971,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,56.91459364,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
Specific Growth Rate,1.13E-05,s^-1,3.03794,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,56.0204247,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
Specific Growth Rate,9.91E-06,s^-1,3.04721,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,55.01904644,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
Specific Growth Rate,5.72E-06,s^-1,3.05647,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,54.02481277,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,5.37E-06,s^-1,2.87118,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,75.13885685,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,7.77E-06,s^-1,2.88147,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,73.89508463,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,1.28E-05,s^-1,2.88765,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,73.15235659,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,1.16E-05,s^-1,2.89485,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,72.29104185,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,1.80E-05,s^-1,2.90515,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,71.06630553,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,3.00E-05,s^-1,2.92059,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,69.24657056,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,3.92E-05,s^-1,2.94015,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,66.96870143,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,3.89E-05,s^-1,2.95662,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,65.07405314,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,4.05E-05,s^-1,2.97412,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,63.08391121,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,3.12E-05,s^-1,3.00191,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,59.97124614,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,2.73E-05,s^-1,3.02971,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,56.91459364,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,2.51E-05,s^-1,3.04412,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,55.35216154,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,2.19E-05,s^-1,3.0925,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,50.21297494,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,1.50E-05,s^-1,3.14397,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,44.91919277,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,1.02E-05,s^-1,3.19441,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,39.89685372,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,4.96E-06,s^-1,3.22426,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,36.99868528,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
photosynthetic 14-NaHCO3 Incorperation,2.60E-06,s^-1,3.26613,Kelvin,42.22,-120.36,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Synechococcus,lividus,NA,ectotherm,33.02274879,Celsius,"1971, MEEKS, J.C. and CASTENHOLZ, R.W 'Growth and Photosynthesis in an Extreme Thermophile, Synechococcus Lividus (Cyanophyta) ', Arch. Mikrobiol, 78 (25-41)",NA
Specific Growth Rate,2.78E-05,s^-1,30.2182,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,30.2182,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,5.05E-05,s^-1,40.0228,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,40.0228,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,7.82E-05,s^-1,44.6883,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,44.6883,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,0.00011603,s^-1,49.9316,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,49.9316,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,0.0001394,s^-1,55.0842,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,55.0842,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,3.02E-05,s^-1,60.0939,Celsius,NA,NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,sibiricus,NA,ectotherm,60.0939,Celsius,"2003, Melamud, V.S. et al 'Sulfobacillus sibiricus sp. nov., a New Moderately Thermophilic Bacterium', Microbiology 72 (681-688)",10.1023/A:1026007620113
Specific Growth Rate,5.72E-06,s^-1,34.8565,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,34.8565,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,1.39E-05,s^-1,39.7032,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,39.7032,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,2.77E-05,s^-1,44.527,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,44.527,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,7.77E-05,s^-1,49.9278,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,49.9278,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,0.00010561,s^-1,54.695,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,54.695,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,0.000117,s^-1,59.5286,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,59.5286,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,8.27E-05,s^-1,64.5462,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,64.5462,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,2.49E-05,s^-1,69.8392,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,69.8392,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,3.38E-06,s^-1,75.1671,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,75.1671,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,-9.00E-08,s^-1,80.0606,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,80.0606,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),-8.11E-06,s^-1,80.3303,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,80.3303,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),7.30E-05,s^-1,75.045,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,75.045,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.001921204,s^-1,69.6396,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,69.6396,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.002417317,s^-1,64.5946,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,64.5946,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.002086575,s^-1,60.0901,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,60.0901,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.001079767,s^-1,54.6847,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,54.6847,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.000622567,s^-1,50.1802,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,50.1802,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),0.000252918,s^-1,44.7748,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,44.7748,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),8.27E-05,s^-1,39.5495,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,39.5495,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Nitrate Production (mM),4.86E-06,s^-1,34.8649,Celsius,23.36,-44.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,NA,ectotherm,34.8649,Celsius,"2000, Mevel, G. and  Prieur, D. 'Heterotrophic nitrification by a thermophilic Bacillus species as influenced by different culture conditions', Can. J. Microbiol. 46 (465-473)",10.1139/w00-005
Specific Growth Rate,1.62E-06,s^-1,14.8989,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,14.8989,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,1.31E-06,s^-1,14.9,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,14.9,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,9.20E-07,s^-1,14.9015,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,14.9015,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.82E-06,s^-1,19.7613,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,19.7613,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.20E-06,s^-1,19.7599,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,19.7599,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.59E-06,s^-1,19.7584,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,19.7584,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,7.03E-06,s^-1,24.8406,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,24.8406,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,7.18E-06,s^-1,24.84,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,24.84,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,7.18E-06,s^-1,24.84,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,24.84,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,1.12E-05,s^-1,29.9959,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,29.9959,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,1.20E-05,s^-1,29.9929,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,29.9929,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,1.24E-05,s^-1,29.9914,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,29.9914,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.20E-05,s^-1,36.9519,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,36.9519,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.42E-05,s^-1,36.8675,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,36.8675,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.43E-05,s^-1,36.791,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,36.791,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.63E-05,s^-1,44.7685,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,44.7685,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
