StandardisedTraitName,StandardisedTraitValue,StandardisedTraitUnit,AmbientTemp,AmbientTempUnit,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConTrophic,ConThermy,ConTemp,ConTempUnit,Citation,DOI
Specific Growth Rate,2.68E-05,s^-1,44.7666,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,44.7666,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,2.86E-05,s^-1,44.7597,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,44.7597,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.06E-05,s^-1,44.7522,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,44.7522,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,9.83E-06,s^-1,49.8491,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,49.8491,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,8.32E-06,s^-1,49.9308,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,49.9308,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.00E-08,s^-1,54.8288,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,54.8288,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.00E-08,s^-1,54.8288,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,54.8288,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.00E-08,s^-1,54.8288,Celsius,32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,NA,ectotherm,54.8288,Celsius,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311-3316)",10.1128/AEM.69.6.3311-3316.2003
Specific Growth Rate,3.70E-07,s^-1,3.65631,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,3.65631,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,1.90E-07,s^-1,24.8629,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,24.8629,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,-3.70E-07,s^-1,29.9817,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,29.9817,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,2.04E-05,s^-1,36.9287,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,36.9287,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,3.94E-05,s^-1,44.7898,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,44.7898,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,5.89E-05,s^-1,55.0274,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,55.0274,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,4.99E-05,s^-1,65.0823,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,65.0823,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,3.70E-07,s^-1,80.0731,Celsius,34,10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus,NA,ectotherm,80.0731,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1016/j.ibiod.2013.09.015
Specific Growth Rate,9.03E-05,s^-1,3.40016,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,20.95380688,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00014657,s^-1,3.38124,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,22.59948835,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00015803,s^-1,3.34,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,26.2511976,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00023321,s^-1,3.32176,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,27.89522904,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00027427,s^-1,3.30194,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,29.70226261,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00031788,s^-1,3.2799,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,31.73734413,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00035255,s^-1,3.26079,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,33.52414952,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00040874,s^-1,3.23285,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,36.17458976,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00042443,s^-1,3.21149,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,38.23194421,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00044393,s^-1,3.19161,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,40.17148978,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00038662,s^-1,3.17164,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,42.1442957,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00043834,s^-1,3.15107,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,44.20251835,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00038436,s^-1,3.14215,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,45.1034252,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.0003179,s^-1,3.12879,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,NA,ectotherm,46.46237411,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,6.15E-05,s^-1,3.41176,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,19.95385256,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,8.62E-05,s^-1,3.37811,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,22.87351611,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00013297,s^-1,3.34012,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,26.24044106,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00021076,s^-1,3.32137,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,27.9305782,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.000227,s^-1,3.30667,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,29.26904998,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00025559,s^-1,3.28536,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,31.23064626,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00029414,s^-1,3.26333,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,33.2854509,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00031266,s^-1,3.23457,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,36.01010474,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00029983,s^-1,3.21606,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,37.78947252,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00030039,s^-1,3.19685,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,39.6579203,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00030328,s^-1,3.17321,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,41.98829844,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00024983,s^-1,3.14494,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,44.82109007,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.0001369,s^-1,3.11478,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,47.8999618,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,6.16E-05,s^-1,3.09329,kelvin,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,NA,ectotherm,50.13039078,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,7.51E-05,s^-1,3.40944,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,20.15329908,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00016165,s^-1,3.37665,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,23.00151111,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00017689,s^-1,3.3391,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,26.33189632,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00021755,s^-1,3.31783,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,28.25181986,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00026558,s^-1,3.29876,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,29.99421176,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00030343,s^-1,3.28114,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,31.62212188,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00032934,s^-1,3.2598,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,33.61728634,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.0003656,s^-1,3.2289,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,36.55299483,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00039973,s^-1,3.2083,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,38.54155004,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00036627,s^-1,3.19131,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,40.20094366,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
Specific Growth Rate,0.00038601,s^-1,3.17069,kelvin,NA,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,NA,ectotherm,42.23876396,Celsius,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",10.1099/00221287-121-2-311 
