isolate.code,genus,species,name,group,environment,temperature,r,bv
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.357,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.524,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.585,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.585,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.774,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.833,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.85,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,0.956,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,0.481,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,0.822,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,0.851,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.117,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.185,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.329,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.333,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.413,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.44,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,1.5,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,0.559,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,0.854,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.315,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.513,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.756,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.81,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.899,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,1.94,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,2.043,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,2.083,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,1.015,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,1.197,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,1.386,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.018,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.042,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.083,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.143,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.152,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.47,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,2.768,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,1.123,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,1.583,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,1.81,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,1.972,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,2.108,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,2.667,2.079181246
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,2.708,2.079181246
127,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,10,0.031191623,3.484541905
127,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,15,0.149026644,3.484541905
127,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,20,0.21140989,3.484541905
130,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,15,0.332,2.621361401
130,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,20,0.434,2.621361401
130,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,25,0.533,2.621361401
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,8,0.682056648,3.763641696
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,9,0.73473582,3.763641696
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,12.5,0.94267992,3.763641696
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,15,1.26845901,3.763641696
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,20,2.13489276,3.763641696
132,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,25,2.09330394,3.763641696
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,20,0.028,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,21,0.098,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.185,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.373,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.645,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,27,0.249,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.771,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,30,0.21,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,31,0.155,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,31,0.631,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,32,0.149,2.361727836
134,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,34,0.072,2.361727836
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,11,0.05,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.318,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.381,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.444,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.476,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.54,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.604,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.604,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.604,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.805,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.656,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.667,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.826,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.656,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.752,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.815,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.678,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.805,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.836,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.614,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.773,1.824714867
135,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.879,1.824714867
136,Chlorella,,Chlorella ,Greens,freshwater,8,0.032,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,11,0.086,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,11,0.086,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,11,0.15,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,14,0.257,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,14,0.289,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,14,0.354,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,17,0.632,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,17,0.654,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,17,0.686,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,20,0.686,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,20,0.857,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,20,0.911,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,23,1.029,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,23,1.093,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,23,1.157,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,26,1.082,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,26,1.125,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,26,1.243,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,29,1.018,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,29,1.093,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,29,1.146,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,32,1.05,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,32,1.093,2.013915739
136,Chlorella,,Chlorella ,Greens,freshwater,32,1.168,2.013915739
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,8,0.211,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,8,0.253,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,8,0.284,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,11,0.505,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,11,0.505,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,11,0.505,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,14,0.621,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,14,0.642,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,14,0.674,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,17,0.832,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,17,0.853,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,17,0.863,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,20,0.926,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,20,0.958,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,20,0.978,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,23,0.958,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,23,1.07,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,23,1.14,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,26,1.168,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,26,1.2,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,26,1.253,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,29,1.095,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,29,1.095,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,29,1.168,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,32,1.179,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,32,1.189,2.807386433
137,Golenkinia,radiata,Golenkinia radiata,Greens,freshwater,32,1.2,2.807386433
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,12,0.034,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,14,0.208,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,16,0.227,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,18,0.433,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,20,0.435,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,22,0.494,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,24,0.574,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,26,0.521,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,28,0.521,4.73731202
138,Biceratium,furca,Biceratium furca,Dinoflagellates,marine,30,0.267,4.73731202
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,14,0.223,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,16,0.177,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,18,0.271,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,20,0.351,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,22,0.364,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,24,0.378,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,26,0.525,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,28,0.465,4.6427085
139,Neoceratium,fusus,Neoceratium fusus,Dinoflagellates,marine,30,0.217,4.6427085
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,Diatoms,marine,20,1.174,3.397940009
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,Diatoms,marine,25,1.622,3.397940009
140,Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,Diatoms,marine,30,1.031,3.397940009
141,Anabaena,,Anabaena ,Cyanobacteria,freshwater,20,0.407570542,2.15399188
141,Anabaena,,Anabaena ,Cyanobacteria,freshwater,24,0.528178152,2.15399188
141,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.577391601,2.15399188
141,Anabaena,,Anabaena ,Cyanobacteria,freshwater,32,0.867127123,2.15399188
141,Anabaena,,Anabaena ,Cyanobacteria,freshwater,35,0.410343131,2.15399188
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,8,0.16,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,8,0.173,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,11,0.138,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,11,0.205,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,11,0.256,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.25,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.33,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,14,0.362,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.269,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.417,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,17,0.506,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.279,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.59,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,20,0.788,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.324,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.76,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,23,0.923,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.324,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.769,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,26,0.904,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.33,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.744,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,29,0.917,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.218,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.535,1.824714867
142,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,32,0.872,1.824714867
143,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.619673579,1.484755387
143,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,24,0.864354534,1.484755387
143,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,28,1.010608589,1.484755387
143,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,32,1.152010614,1.484755387
143,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,35,0.914261131,1.484755387
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,14,1.594238515,3.921053632
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,17,0.762461899,3.921053632
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,20,0.554517744,3.921053632
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,24,1.386294361,3.921053632
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,27,1.594238515,3.921053632
145,Chaetoceros,lorenzianus,Chaetoceros lorenzianus,Diatoms,marine,33,0.693147181,3.921053632
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,5,0.218,2.907601307
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,10,0.682,2.907601307
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,15,1.02,2.907601307
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,20,1.306,2.907601307
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,25,1.492,2.907601307
146,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,30,0.868,2.907601307
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,10,0.525,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,10,0.625,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,10,0.664,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,10,0.942,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,15,1.041,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,15,1.071,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,15,1.071,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,15,1.874,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,17.5,2.013,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,20,1.527,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,20,1.735,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,20,1.844,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,20,2.042,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,25,2.915,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,25,3.054,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,25,3.093,2.143039289
147,Chaetoceros,calcitrans,Chaetoceros calcitrans,Diatoms,marine,25,3.371,2.143039289
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,5,0.457,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,5,0.484,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,5,0.623,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,10,0.624,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,10,0.653,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,10,0.713,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,15,0.888,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,15,0.903,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,15,0.912,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,20,1.155,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,20,1.164,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,20,1.303,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,25,1.066,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,25,1.127,2.53612308
154,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,25,1.129,2.53612308
160,Stephanodiscus,hantzschii,Stephanodiscus hantzschii,Diatoms,freshwater,10,0.446,2.825515445
160,Stephanodiscus,hantzschii,Stephanodiscus hantzschii,Diatoms,freshwater,15,0.849,2.825515445
160,Stephanodiscus,hantzschii,Stephanodiscus hantzschii,Diatoms,freshwater,20,1.147,2.825515445
160,Stephanodiscus,hantzschii,Stephanodiscus hantzschii,Diatoms,freshwater,25,1.34,2.825515445
160,Stephanodiscus,hantzschii,Stephanodiscus hantzschii,Diatoms,freshwater,30,0.876,2.825515445
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,15,0.083,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.42,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.46,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.84,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30,0.81,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30,0.88,1.484755387
161,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30,1.45,1.484755387
164,Planktothrix,mougeotii,Planktothrix mougeotii,Cyanobacteria,freshwater,15,0.22,1.56075475
164,Planktothrix,mougeotii,Planktothrix mougeotii,Cyanobacteria,freshwater,20,0.4,1.56075475
164,Planktothrix,mougeotii,Planktothrix mougeotii,Cyanobacteria,freshwater,30,0.56,1.56075475
165,Leptolyngbya,tenuis,Leptolyngbya tenuis,Cyanobacteria,freshwater,20,1.08,1.497777861
165,Leptolyngbya,tenuis,Leptolyngbya tenuis,Cyanobacteria,freshwater,20,1.31,1.497777861
165,Leptolyngbya,tenuis,Leptolyngbya tenuis,Cyanobacteria,freshwater,30,0.59,1.497777861
165,Leptolyngbya,tenuis,Leptolyngbya tenuis,Cyanobacteria,freshwater,30,0.91,1.497777861
167,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,18,0.37,1.484755387
167,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,25,0.44,1.484755387
167,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,32,0.59,1.484755387
169,Peridinium,,Peridinium ,Dinoflagellates,marine,8,0.142367241,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,10,0.253866724,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,10,0.361164849,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,10,0.38390093,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,12.5,0.36672428,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,12.5,0.403463105,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,15,0.368109322,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,15,0.40279488,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,15,0.449162963,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,18,0.591668012,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,18,0.664747706,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,18,0.685618914,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,18,0.727065399,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,20,0.501381165,3.303240824
169,Peridinium,,Peridinium ,Dinoflagellates,marine,20,0.572673027,3.303240824
