isolate.code,genus,species,name,group,environment,temperature,r,bv
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,14.5,0.824845145,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,17,1.15062432,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,21,1.275390812,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,24,1.157555792,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,27,1.351637002,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,31,1.642758818,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,34,1.240733453,3.188600414
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,14.5,0.214875626,5.074421448
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,21,1.095172545,5.074421448
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,24,1.039720771,5.074421448
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,27,1.351637002,5.074421448
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,31,0.99813194,5.074421448
52,Odontella,mobiliensis,Odontella mobiliensis,Diatoms,marine,34,0.464408611,5.074421448
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,12.5,0.291121816,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,14.5,1.213007566,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,17,1.247664925,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,21,1.441746136,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,24,1.310048171,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,27,1.046652243,3.49130529
53,Chaetoceros,didymus,Chaetoceros didymus,Diatoms,marine,31,1.15062432,3.49130529
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,12.5,0.249532985,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,14.5,0.582243632,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,17,0.92188575,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,21,1.129829904,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,24,1.053583714,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,27,1.351637002,4.673571645
54,Rhizosolenia,setigera,Rhizosolenia setigera,Diatoms,marine,31,0.693147181,4.673571645
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,12.5,0.166355323,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,14.5,1.15062432,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,17,1.095172545,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,21,1.531855269,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,24,1.310048171,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,27,1.594238515,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,31,1.642758818,2.42023403
55,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,34,1.254596397,2.42023403
56,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,17,0.207944154,2.42023403
56,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,21,1.046652243,2.42023403
56,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,24,1.122898433,2.42023403
56,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,27,0.852571032,2.42023403
56,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,31,1.642758818,2.42023403
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,14.5,1.15062432,2.995110771
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,17,0.311916231,2.995110771
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,21,1.15062432,2.995110771
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,24,1.76752531,2.995110771
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,27,1.247664925,2.995110771
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,Diatoms,marine,31,1.351637002,2.995110771
60,Coscinodiscus,pavillardii,Coscinodiscus pavillardii,Diatoms,marine,20,0.598186017,6.496929648
60,Coscinodiscus,pavillardii,Coscinodiscus pavillardii,Diatoms,marine,25,0.726418245,6.496929648
60,Coscinodiscus,pavillardii,Coscinodiscus pavillardii,Diatoms,marine,28,0.795732963,6.496929648
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,20,2.066271745,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,20,2.162619203,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,20,2.418390513,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,20,2.978453435,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,25,2.203514887,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,25,2.267284428,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,25,3.338889969,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,25,3.850432588,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,29,2.835665116,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,29,2.916070189,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,29,4.355736883,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,29,4.403564038,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,33,3.309777787,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,33,3.741608481,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,33,3.837262792,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,33,3.99737979,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,37,2.519590001,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,37,2.599995074,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,37,3.320174995,2.187126
62,Chaetoceros,,Chaetoceros ,Diatoms,marine,37,3.65565823,2.187126
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,20,0.448466226,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,20,0.614128402,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,21,0.499759117,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,21,0.510849472,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,24,0.686908856,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,24,0.697999211,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,24,0.712555302,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,24,0.749985249,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,0.741667483,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,0.800584994,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,28,0.641854289,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,28,0.855343621,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.280031461,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.372220036,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,31,0.571153277,2.621361401
63,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,31,0.578084749,2.621361401
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,25,0.078,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,26,0.812,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,27,0.812,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,28,1.2,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,29,1.2,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,30,1.2,1.347986606
65,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,31,0.078,1.347986606
66,Alexandrium,tamiyavanichii ,Alexandrium tamiyavanichii ,Dinoflagellates,marine,20,0.3,3.483757194
66,Alexandrium,tamiyavanichii ,Alexandrium tamiyavanichii ,Dinoflagellates,marine,25,0.404,3.483757194
66,Alexandrium,tamiyavanichii ,Alexandrium tamiyavanichii ,Dinoflagellates,marine,30,0.436,3.483757194
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,16,0.154,1.900448191
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.238,1.900448191
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,27,0.294,1.900448191
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,28,0.322,1.900448191
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,32.5,0.364,1.900448191
67,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,34.5,0.35,1.900448191
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,19,0.614821549,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,19,0.643240584,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,19,0.783949461,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,19,0.807516465,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,23,0.97595123,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,23,1.013381178,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,23,1.111808078,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,23,1.173498177,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,0.99813194,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,1.063980922,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,1.068832952,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,27,1.158248939,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.667500735,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.682056826,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.827617734,2.621361401
68,Gymnodinium,,Gymnodinium ,Dinoflagellates,marine,30,0.827617734,2.621361401
69,Nannochloris,,Nannochloris ,Greens,marine,20,1.360647915,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,20,1.673257294,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,25,2.052408802,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,25,2.152221996,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,29,2.531373503,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,29,2.556326802,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,33,2.834971968,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,33,3.13441155,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,36,2.812791259,0.548171225
69,Nannochloris,,Nannochloris ,Greens,marine,36,2.850914354,0.548171225
70,Desmodesmus,quadricaudatus,Desmodesmus quadricaudatus,Greens,freshwater,26,0.377,2.184715756
70,Desmodesmus,quadricaudatus,Desmodesmus quadricaudatus,Greens,freshwater,31,0.486,2.184715756
70,Desmodesmus,quadricaudatus,Desmodesmus quadricaudatus,Greens,freshwater,33,0.51,2.184715756
70,Desmodesmus,quadricaudatus,Desmodesmus quadricaudatus,Greens,freshwater,36,0.36,2.184715756
70,Desmodesmus,quadricaudatus,Desmodesmus quadricaudatus,Greens,freshwater,39,0.182,2.184715756
71,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,15,0.092,1.560880567
71,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,20,0.18,1.560880567
71,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,25,0.289,1.560880567
71,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,30,0.282,1.560880567
71,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,35,0.275,1.560880567
72,Proboscia,indica,Proboscia indica,Diatoms,marine,13,0.464408611,4.784935502
72,Proboscia,indica,Proboscia indica,Diatoms,marine,16,0.679284237,4.784935502
72,Proboscia,indica,Proboscia indica,Diatoms,marine,20,0.669580176,4.784935502
73,Neocalyptrella,robusta,Neocalyptrella robusta,Diatoms,marine,13,0.422126633,6.12581911
73,Neocalyptrella,robusta,Neocalyptrella robusta,Diatoms,marine,16,0.562835511,6.12581911
73,Neocalyptrella,robusta,Neocalyptrella robusta,Diatoms,marine,20,0.728497687,6.12581911
73,Neocalyptrella,robusta,Neocalyptrella robusta,Diatoms,marine,23,0.783256314,6.12581911
74,Stephanopyxis,palmeriana,Stephanopyxis palmeriana,Diatoms,marine,13,0.752064691,5.549170266
74,Stephanopyxis,palmeriana,Stephanopyxis palmeriana,Diatoms,marine,16,0.860195651,5.549170266
74,Stephanopyxis,palmeriana,Stephanopyxis palmeriana,Diatoms,marine,20,0.950997932,5.549170266
74,Stephanopyxis,palmeriana,Stephanopyxis palmeriana,Diatoms,marine,23,0.937134988,5.549170266
75,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.747905808,3.576110894
75,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,13,0.929510369,3.576110894
75,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,16,1.106956047,3.576110894
75,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.280242842,3.576110894
75,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,23,1.301730405,3.576110894
76,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,15,0.074,1.560880567
76,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,20,0.32,1.560880567
76,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,25,0.434,1.560880567
76,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,30,0.415,1.560880567
76,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,35,0.443,1.560880567
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,25,0.078,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,26,0.802,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,27,0.802,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,28,1.02,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,29,1.02,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,30,1.06,1.347986606
78,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,31,0.078,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,25,0.078,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,26,0.078,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,27,0.093,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,28,0.491,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,29,0.491,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,30,0.078,1.347986606
79,Crocosphaera,watsonii,Crocosphaera watsonii,Cyanobacteria,marine,31,0.078,1.347986606
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,10,0.181958247,6.000379842
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,15,0.351201412,6.000379842
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,20,0.335480944,6.000379842
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,25,0.483591332,6.000379842
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,28,0.522347861,6.000379842
80,Odontella,sinensis,Odontella sinensis,Diatoms,marine,30,0.556904976,6.000379842
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,8,0.019,2.907601307
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,15,0.117,2.907601307
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,20,0.415,2.907601307
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,25,0.458,2.907601307
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,30,0.404,2.907601307
81,Skeletonema,costatum,Skeletonema costatum,Diatoms,marine,32,0.342,2.907601307
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,11.5,0.087,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,13,0.09,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,15,0.142,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,17,0.167,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,18,0.162,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,20,0.159,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,21,0.178,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,23,0.181,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,25,0.197,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,26,0.181,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,27.5,0.189,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,29,0.212,2.621361401
85,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,30,0.111,2.621361401
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,5,0.268247959,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,5,0.429751252,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,5,0.455397698,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,5,0.519860385,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,5,0.528871299,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.574619013,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.762461899,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.838014941,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.860195651,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.879603772,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,10,0.918420014,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,0.329244911,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,0.905943365,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,1.02031265,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,1.031403005,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,1.043879654,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,1.043879654,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,15,1.097251987,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,0.294587552,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.142306554,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.271231929,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.291333197,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.324604262,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.429962633,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,20,1.501356793,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,0.539961654,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,1.143692848,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,1.29549208,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,1.570671511,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,1.630975316,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,25,1.646224554,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,30,0.639774848,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,30,0.878217478,3.576110894
87,Thalassiosira,rotula,Thalassiosira rotula,Diatoms,marine,30,0.89485301,3.576110894
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,10,0.432,2.536479098
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,10,0.769,2.536479098
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,15,0.848,2.536479098
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,15,0.958,2.536479098
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,15,1.305,2.536479098
88,Chaetoceros,simplex,Chaetoceros simplex,Diatoms,marine,17.5,2.103,2.536479098
